"Date","Location","City","Region","Title","Amount","Department","Views","Trans_details"
"October 12, 2015","Hyderabad                       , Telangana","Hyderabad","Telangana","I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Hyderabad.",1500,"Food, Civil Supplies and Consumer Affairs",63,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 800 to Stamps and Registration in Bangalore.",800,"Stamps and Registration",30,"Registration of Flat or Apartment"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 15000 to Transport in Bangalore.",15000,"Transport",32,"Registration of Vehicle"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 700 to Passport in Bangalore.",700,"Passport",38,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 2000 to Police in Bangalore.",2000,"Police",28,"Police Harassment"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 900 to Police in Bangalore.",900,"Police",23,"Police Harassment"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1000 to Passport in Bangalore.",1000,"Passport",37,"Passport Delivery"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 800 to Passport in Bangalore.",800,"Passport",30,"Passport Delivery"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1600 to Police in Bangalore.",1600,"Police",27,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 800 to Police in Bangalore.",800,"Police",24,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 2000 to Police in Bangalore.",2000,"Police",23,"Traffic Violations"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 700 to Stamps and Registration in Bangalore.",700,"Stamps and Registration",30,"Registration of Flat or Apartment"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 3500 to Police in Bangalore.",3500,"Police",21,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 600 to Stamps and Registration in Bangalore.",600,"Stamps and Registration",31,"Registration of Property"
"October 12, 2015","Solapur                       , Maharashtra","Solapur","Maharashtra","I Paid Rs. 692 to Stamps and Registration in Solapur.",692,"Stamps and Registration",34,"Registration of Property"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 800 to Police in Bangalore.",800,"Police",21,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1500 to Railways in Bangalore.",1500,"Railways",201,"Transport of Goods"
"October 12, 2015","Monoharpur                       , West Bengal","Monoharpur","West Bengal","I Paid Rs. 862 to Stamps and Registration in Monoharpur.",862,"Stamps and Registration",33,"Registration of Property"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1400 to Police in Bangalore.",1400,"Police",22,"Traffic Violations"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 800 to Passport in Bangalore.",800,"Passport",27,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",41,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 800 to Police in Bangalore.",800,"Police",23,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 10000 to Customs, Excise and Service Tax in Bangalore.",10000,"Customs, Excise and Service Tax",32,"Customs Check and Clearance"
"October 12, 2015","Raghunathpur                       , West Bengal","Raghunathpur","West Bengal","I Paid Rs. 963 to Police in Raghunathpur.",963,"Police",23,"Traffic Violations"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1200 to Police in Bangalore.",1200,"Police",20,"Police Harassment"
"October 12, 2015","Punjaipugalur                       , Tamil Nadu","Punjaipugalur","Tamil Nadu","I Paid Rs. 345 to Stamps and Registration in Punjaipugalur.",345,"Stamps and Registration",26,"Registration of Property"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 15000 to Stamps and Registration in Bangalore.",15000,"Stamps and Registration",27,"Registration of Flat or Apartment"
"October 12, 2015","Leh (Ladakh)                       , Jammu and Kashmir","Leh (Ladakh)","Jammu and Kashmir","I Paid Rs. 987 to Food, Civil Supplies and Consumer Affairs in Leh (Ladakh).",987,"Food, Civil Supplies and Consumer Affairs",21,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 800 to Municipal Services in Bangalore.",800,"Municipal Services",30,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1000 to Transport in Bangalore.",1000,"Transport",34,"Registration of Vehicle"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Police in Bangalore.",500,"Police",28,"Filing FIR"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 800 to Transport in Bangalore.",800,"Transport",38,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1500 to Transport in Bangalore.",1500,"Transport",31,"Registration of Vehicle"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1500 to Police in Bangalore.",1500,"Police",26,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",500,"Food, Civil Supplies and Consumer Affairs",24,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 800 to Police in Bangalore.",800,"Police",25,"Filing FIR"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Bangalore.",1000,"Food, Civil Supplies and Consumer Affairs",26,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1500 to Police in Bangalore.",1500,"Police",23,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Bangalore.",800,"Food, Civil Supplies and Consumer Affairs",25,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Police in Bangalore.",500,"Police",19,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1500 to Transport in Bangalore.",1500,"Transport",28,"Duplicate Registration Certificate"
"October 12, 2015","Gurgaon                       , Haryana","Gurgaon","Haryana","I Paid Rs. 100 to Others in Gurgaon.",100,"Others",85,"Others"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 800 to Commercial Tax, Sales Tax, VAT in Bangalore.",800,"Commercial Tax, Sales Tax, VAT",32,"C Form"
"October 12, 2015","Hyderabad                       , Telangana","Hyderabad","Telangana","I Paid Rs. 2000 to Stamps and Registration in Hyderabad.",2000,"Stamps and Registration",57,"Registration of Flat or Apartment"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration",23,"Registration of Property"
"October 12, 2015","Nuzvid                       , Andhra Pradesh","Nuzvid","Andhra Pradesh","I Paid Rs. 234 to Stamps and Registration in Nuzvid.",234,"Stamps and Registration",42,"Marriage Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 700 to Transport in Bangalore.",700,"Transport",28,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1000 to Stamps and Registration in Bangalore.",1000,"Stamps and Registration",23,"Registration of Property"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1300 to Stamps and Registration in Bangalore.",1300,"Stamps and Registration",23,"Registration of Property"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 5000 to Stamps and Registration in Bangalore.",5000,"Stamps and Registration",22,"Registration of Flat or Apartment"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 800 to Police in Bangalore.",800,"Police",25,"Traffic Violations"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 600 to Commercial Tax, Sales Tax, VAT in Bangalore.",600,"Commercial Tax, Sales Tax, VAT",35,"C Form"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Police in Bangalore.",500,"Police",24,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 3000 to Transport in Bangalore.",3000,"Transport",26,"Registration of Vehicle"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax",29,"Customs Check and Clearance"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 5000 to Stamps and Registration in Bangalore.",5000,"Stamps and Registration",24,"Registration of Property"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Income Tax in Bangalore.",500,"Income Tax",46,"New PAN Card"
"October 12, 2015","Pune                       , Maharashtra","Pune","Maharashtra","I Paid Rs. 6000 to Commercial Tax, Sales Tax, VAT in Pune.",6000,"Commercial Tax, Sales Tax, VAT",58,"C Form"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1200 to Police in Bangalore.",1200,"Police",25,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.",500,"Commercial Tax, Sales Tax, VAT",29,"C Form"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1000 to Transport in Bangalore.",1000,"Transport",28,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Passport in Bangalore.",500,"Passport",28,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1500 to Municipal Services in Bangalore.",1500,"Municipal Services",32,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Police in Bangalore.",500,"Police",22,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 250 to Railways in Bangalore.",250,"Railways",137,"Transport of Goods"
"October 12, 2015","New Delhi                       , Delhi","New Delhi","Delhi","I Paid Rs. 1000 to Transport in New Delhi.",1000,"Transport",61,"New Domestic Driving License"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 2000 to Stamps and Registration in Bangalore.",2000,"Stamps and Registration",29,"Marriage Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 350 to Police in Bangalore.",350,"Police",23,"Traffic Violations"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Municipal Services in Bangalore.",500,"Municipal Services",32,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1700 to Stamps and Registration in Bangalore.",1700,"Stamps and Registration",26,"Registration of Property"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax",30,"Customs Check and Clearance"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 2500 to Transport in Bangalore.",2500,"Transport",23,"Registration of Vehicle"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1000 to Transport in Bangalore.",1000,"Transport",23,"New Domestic Driving License"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.",500,"Commercial Tax, Sales Tax, VAT",28,"C Form"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration",23,"Registration of Property"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 5000 to Stamps and Registration in Bangalore.",5000,"Stamps and Registration",20,"Registration of Flat or Apartment"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax",30,"Customs Check and Clearance"
